Sr. No.,Page Number,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste_Category,Cutoff Rank,Cutoff Percentile
376,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSCS,62849,77.8445199
377,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSTS,156563,25.0606208
378,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GVJS,71479,74.4421543
379,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT1S,61959,78.1973837
380,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT2S,58452,79.5290328
381,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT3S,90490,66.0164943
382,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOBCS,47023,83.7447544
383,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSEBCS,145430,34.2191386
384,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOPENS,42604,85.3822102
385,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSCS,56769,80.2743712
386,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LVJS,108301,57.2537563
387,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT1S,76417,72.5041736
388,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT2S,68714,75.6212581
389,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOBCS,46164,84.2156613
390,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSEBCS,75677,72.8176141
391,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFOPENS,142338,36.6283954
392,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,TFWS,27783,90.7095159
393,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,EWS,100745,60.8485656
