Sr. No.,Page Number,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste_Category,Cutoff Rank,Cutoff Percentile
445,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSEBCH,132589,43.1231034
446,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOPENH,59869,79.1318865
447,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSCH,83082,69.7604398
448,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSTH,164743,17.7766170
449,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LVJH,149331,30.9687071
450,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOBCH,62015,78.1973837
451,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,PWDOPENH,170818,11.4731237
452,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,55652,80.6344635
453,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,106154,58.5786927
454,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,61615,78.4440843
455,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,133831,42.2216419
456,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,52884,81.7658119
457,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSCO,160775,21.4728090
458,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,73025,73.8486985
459,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSTO,172410,9.6053076
460,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,TFWS,45962,84.2430574
461,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,EWS,138949,38.8659877
462,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOPENS,94924,63.9612515
463,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSCS,120140,50.9307179
464,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSTS,173884,7.8241614
465,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GVJS,111595,55.3559436
466,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT1S,124784,47.9842799
467,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT2S,119385,51.2170385
468,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT3S,115221,53.8203081
469,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOBCS,107296,57.8688386
470,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOPENS,101818,60.5467050
471,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSCS,112729,55.0733859
472,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSTS,167764,14.7377685
473,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LVJS,133043,42.8773305
474,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT1S,126821,46.5102928
475,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT2S,122198,49.7949643
476,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,II,LNT3S,130983,44.3676458
477,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOBCS,108504,57.2537563
478,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSEBCS,153626,27.6622718
479,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,PWDOPENS,169905,12.6044134
480,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,TFWS,83207,69.7604398
481,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,EWS,174949,6.3063439
482,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOPENS,31294,89.3907269
483,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSCS,44534,84.6402007
484,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSTS,106482,58.1588042
485,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GVJS,46488,84.0259309
486,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT1S,41057,86.0755637
487,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT2S,45799,84.3179513
488,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT3S,73049,73.8486985
489,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOBCS,32152,89.1373005
490,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSEBCS,59201,79.4055287
491,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOPENS,27230,90.8626784
492,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSCS,35497,88.0194481
493,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSTS,123666,48.7779490
494,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LVJS,68538,75.6212581
495,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT1S,31640,89.3071786
496,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT2S,30739,89.6809750
497,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOBCS,31325,89.3907269
498,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSEBCS,57695,79.9360013
499,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,PWDOPENS,158375,23.9858471
500,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,PWDOBCS,165513,16.7391126
501,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFOPENS,68310,75.7359803
502,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFSCS,93902,65.0377535
503,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFOBCS,87098,67.8440824
504,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,TFWS,19100,93.6711065
505,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,PWDRSTS,166060,16.2423214
506,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFROBCS,72095,74.3614357
507,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,EWS,48345,83.4700421
508,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOPENS,37080,87.4463921
509,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSCS,53210,81.6588250
510,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSTS,177229,3.4995855
511,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GVJS,50391,82.7086811
512,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT1S,47900,83.5380246
513,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT2S,50724,82.5540242
514,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOBCS,38680,86.8242361
515,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSEBCS,80601,70.6178643
516,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOPENS,33326,88.7353399
517,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSCS,53189,81.6588250
518,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSTS,131375,43.9565943
519,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LVJS,63498,77.8206850
520,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT2S,44623,84.6087386
521,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT3S,70270,75.0114283
522,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOBCS,37712,87.1298889
523,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSEBCS,96813,63.2340107
524,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,PWDOPENS,177197,3.5587921
525,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFOPENS,128024,46.3188381
526,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFSCS,147315,32.8344132
527,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,TFWS,21921,92.7090329
528,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,EWS,73651,73.7743452
529,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOPENS,44356,84.7973394
530,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSCS,62849,77.8445199
531,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSTS,156563,25.0606208
532,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GVJS,71479,74.4421543
533,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT1S,61959,78.1973837
534,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT2S,58452,79.5290328
535,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GNT3S,90490,66.0164943
536,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GOBCS,47023,83.7447544
537,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,GSEBCS,145430,34.2191386
538,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOPENS,42604,85.3822102
539,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSCS,56769,80.2743712
540,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LVJS,108301,57.2537563
541,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT1S,76417,72.5041736
542,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LNT2S,68714,75.6212581
543,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LOBCS,46164,84.2156613
544,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,LSEBCS,75677,72.8176141
545,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,DEFOPENS,142338,36.6283954
546,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,TFWS,27783,90.7095159
547,17,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous Home University : Autonomous Institute,State Level,I,EWS,100745,60.8485656
