Sr. No.,Page Number,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste_Category,Cutoff Rank,Cutoff Percentile
325,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,66337,76.5404634
326,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,98611,62.7958080
327,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSTO,162408,19.5522021
328,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GVJO,115821,53.7424491
329,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,75608,72.8176141
330,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,95767,63.5258359
331,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,56701,80.3003309
332,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSCO,141196,37.2130338
333,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,State Level,I,TFWS,68011,76.0337773
334,11,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,State Level,I,EWS,149107,31.3198919
335,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOPENH,18078,93.9958778
336,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSCH,41589,85.7790463
337,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSTH,83040,69.7604398
338,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GVJH,38843,86.8030050
339,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT3H,36270,87.5899987
340,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOBCH,18942,93.7135944
341,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSEBCH,22737,92.4273158
342,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOPENH,16471,94.5242070
343,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSCH,30192,89.8747850
344,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSTH,22180,92.6335559
345,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOBCH,17503,94.1728861
346,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSEBCH,20919,93.0349499
347,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,PWDOPENH,48092,83.5073164
348,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,PWDROBC,134645,42.1597155
349,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,13329,95.5794695
350,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,33265,88.7353399
351,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT1O,26438,91.1978661
352,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT2O,38482,86.8553381
353,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,15448,94.8378933
354,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,15204,94.9881677
355,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,17860,94.0759119
356,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSEBCO,21066,92.9711565
357,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,DEFOPENS,54110,81.2928705
358,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,TFWS,13505,95.5193118
359,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,EWS,26554,91.1269352
360,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOPENH,21234,92.9153295
361,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSCH,43901,84.8861370
362,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSTH,108501,57.2537563
363,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT1H,33250,88.7353399
364,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT2H,24171,91.9365609
365,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOBCH,22158,92.6335559
366,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSEBCH,32858,88.8902360
367,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOPENH,19619,93.4764585
368,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSCH,45612,84.3369649
369,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSTH,85188,68.7156482
370,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LVJH,56577,80.3003309
371,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOBCH,20321,93.2403522
372,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSEBCH,25328,91.5509861
373,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,PWDOPENH,119927,50.9307179
374,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,21746,92.7315754
375,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,36576,87.5036363
376,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,23336,92.2405432
377,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,30040,89.8898358
378,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,18069,93.9958778
379,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSCO,43105,85.2662319
380,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSTO,130021,44.8929536
381,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,21062,92.9711565
382,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,DEFOPENS,68189,75.8854903
383,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,TFWS,14798,95.0547190
384,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,EWS,31340,89.3907269
385,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOPENH,42998,85.3422371
386,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSCH,95094,63.7045846
387,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GVJH,113379,54.3920183
388,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT1H,69948,75.1972801
389,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOBCH,45659,84.3369649
390,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSEBCH,128770,45.5784574
391,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOPENH,39172,86.7111001
392,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSCH,72446,74.1162962
393,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LNT3H,129596,45.3423263
394,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOBCH,39797,86.3062406
395,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,50396,82.7086811
396,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,120151,50.9307179
397,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSTO,69483,75.3410409
398,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT2O,88151,67.5881106
399,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,52888,81.7658119
400,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,83901,69.2754730
401,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,39091,86.7139959
402,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,47283,83.7440631
403,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,DEFOPENS,156499,25.0606208
404,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,TFWS,36779,87.4969245
405,14,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,EWS,79363,71.3988776
406,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOPENH,30973,89.4907774
407,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSCH,58860,79.5235744
408,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSTH,177463,3.1374668
409,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GVJH,60004,79.0646435
410,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT2H,45736,84.3179513
411,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT3H,39316,86.5743889
412,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOBCH,36284,87.5899987
413,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSEBCH,69801,75.2159961
414,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOPENH,26425,91.2367752
415,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSCH,54424,81.1614491
416,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LNT1H,60570,78.9173428
417,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LNT2H,29816,89.9248303
418,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LOBCH,32993,88.7813022
419,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,LSEBCH,93482,65.2298851
420,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,32294,89.1051648
421,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,56291,80.5358903
422,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSTO,109598,57.0470967
423,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GVJO,72785,73.8893284
424,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT1O,43652,85.0982359
425,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT3O,43979,84.8482325
426,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,38746,86.8242361
427,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,48118,83.5073164
428,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,24192,91.9365609
429,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSCO,49480,82.8590175
430,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,II,LSTO,134225,42.2207447
431,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LNT2O,48057,83.5369475
432,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSEBCO,34210,88.5013511
433,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,DEFOPENS,76921,72.2338818
434,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,DEFOBCS,150457,30.4575002
435,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,TFWS,25324,91.5509861
436,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,ORPHAN,105542,59.3445914
437,15,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided Home University : Sant Gadge Baba Amravati University,State Level,I,EWS,63646,77.7634641
438,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOPENH,57808,79.9360013
439,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSCH,82708,69.8003760
440,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GSTH,133787,42.2216419
441,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT1H,61604,78.4440843
442,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT2H,70932,74.6830629
443,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GNT3H,99359,62.7216425
444,16,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,I,GOBCH,63254,77.8250739
