Sr No.,College Name,Course Name,Status,Seat Type,Category,Percentile,Rank,Stage
187,,0319037610 - Electronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,21.3531102,46628,Stage-I
188,,0319037610 - Electronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,83.9659115,160319,Stage-I
189,,0319037610 - Electronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,21.6221843,N/A,Stage-I
190,,0319062410 - Mechatronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,121535,Stage-I
191,,0319062410 - Mechatronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,50.0957604,41983,Stage-I
192,,0319062410 - Mechatronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,85.5052176,169143,Stage-I
193,,0319062410 - Mechatronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,13.2387508,N/A,Stage-I
194,,0319224510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,64499,Stage-I
195,,0319224510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,77.2074577,24535,Stage-I
196,,0319224510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,91.7946848,71776,Stage-I
197,,0319224510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,74.3785526,N/A,Stage-I
198,,0319291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,113206,Stage-I
199,,0319291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,54.7526673,27502,Stage-I
200,,0319291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,90.7979989,97589,Stage-I
201,,0319291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,62.9029550,N/A,Stage-I
202,,0319292010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,N/A,113802,Stage-I
203,,0319292010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,54.3568289,38620,Stage-I
204,,0319292010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,86.8244074,148668,Stage-I
205,,0319292010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,31.6234334,N/A,Stage-I
206,,0319299510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,46056,Stage-I
207,,0319299510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,84.2430574,22831,Stage-I
208,,0319299510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,92.4262209,95916,Stage-I
209,,0319299510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,63.5258359,N/A,Stage-I
210,,0319324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,149951,Stage-I
211,,0319324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,30.8566205,35431,Stage-I
212,,0319324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,88.0209851,121202,Stage-I
213,,0319324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,50.6004122,N/A,Stage-I
214,,0319424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,58010,Stage-I
215,,0319424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,79.8240416,19434,Stage-I
216,,0319424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,93.5275353,59899,Stage-I
217,,0319424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,79.1318865,N/A,Stage-I
218,,0319437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,102670,Stage-I
219,,0319437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,60.2951569,41750,Stage-I
220,,0319437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,85.5759641,137064,Stage-I
221,,0319437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,40.1585977,N/A,Stage-I
222,,0319499510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,48404,Stage-I
223,,0319499510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,83.4700421,20338,Stage-I
224,,0319499510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,93.2403522,60574,Stage-I
225,,0319499510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,78.9173428,N/A,Stage-I
226,,0320091110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,97231,Stage-I
227,,0320091110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,63.0701676,18122,Stage-I
228,,0320091110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,93.9913601,87275,Stage-I
229,,0320091110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,67.8440824,N/A,Stage-I
230,,0320337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,143784,Stage-I
231,,0320337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,35.3791065,42066,Stage-I
232,,0320337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,85.5052176,119508,Stage-I
233,,0320337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,51.2170385,N/A,Stage-I
234,,0320390010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,52084,Stage-I
235,,0320390010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,81.9801476,27394,Stage-I
236,,0320390010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,90.8293494,96583,Stage-I
237,,0320390010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,63.2340107,N/A,Stage-I
238,,0320624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,95990,Stage-I
239,,0320624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,63.5258359,52557,Stage-I
240,,0320624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,81.8151897,168868,Stage-I
241,,0320624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,13.6336642,N/A,Stage-I
242,,0320690010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,174726,Stage-I
243,,0320690010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,6.7863525,74818,Stage-I
244,,0320690010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,73.1237323,112096,Stage-I
245,,0320690010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,55.2318816,N/A,Stage-I
246,,0320691110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,159500,Stage-I
247,,0320691110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,22.4081803,35183,Stage-I
248,,0320691110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,88.1140239,172881,Stage-I
249,,0320691110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,9.2050034,N/A,Stage-I
250,,0321624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,166022,Stage-I
251,,0321624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,16.2979967,36074,Stage-I
252,,0321624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,87.8152279,129210,Stage-I
253,,0321624510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,45.4574846,N/A,Stage-I
254,,0322124510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,67108,Stage-I
255,,0322124510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,76.2466193,36498,Stage-I
256,,0322124510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,87.5123219,111647,Stage-I
257,,0322124510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,55.3559436,N/A,Stage-I
258,,0325724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,98978,Stage-I
259,,0325724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,62.7875345,30239,Stage-I
260,,0325724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,89.8015148,126611,Stage-I
261,,0325724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,47.0113809,N/A,Stage-I
262,,0325737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,136857,Stage-I
263,,0325737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,40.1585977,69220,Stage-I
264,,0325737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,75.3516004,168373,Stage-I
265,,0325737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,13.7020033,N/A,Stage-I
266,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,N/A,150482,Stage-I
267,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,30.4575002,173051,Stage-I
268,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,8.8496667,177591,Stage-I
269,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,3.0431498,N/A,Stage-I
270,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,N/A,148327,Stage-I
271,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,31.6884901,162420,Stage-I
272,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,19.5522021,N/A,Stage-I
273,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,N/A,159955,Stage-I
274,,0346761210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,Home University Seats Allotted to Home University Candidates,GOPENH,22.1725851,N/A,Stage-I
275,,0346791110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,125683,Stage-I
276,,0346791110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,47.6302148,76331,Stage-I
277,,0346791110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,72.5041736,152128,Stage-I
278,,0346791110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,28.7732713,N/A,Stage-I
279,,0347024510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,122125,Stage-I
280,,0347024510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,50.0353239,172190,Stage-I
281,,0347024510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,9.6685964,172005,Stage-I
282,,0347024510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,9.9567819,N/A,Stage-I
283,,0347125710 - Computer Science and Design,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,76539,Stage-I
284,,0347125710 - Computer Science and Design,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,72.5041736,44291,Stage-I
285,,0347125710 - Computer Science and Design,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,84.7973394,136888,Stage-I
286,,0347125710 - Computer Science and Design,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,40.1585977,N/A,Stage-I
287,,0347199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,62500,Stage-I
288,,0347199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,77.8466015,33581,Stage-I
289,,0347199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,88.6325220,152889,Stage-I
290,,0347199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,28.0884374,N/A,Stage-I
291,,0347724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,134881,Stage-I
292,,0347724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,41.8427081,36780,Stage-I
293,,0347724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,87.4969245,93844,Stage-I
294,,0347724510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,65.0377535,N/A,Stage-I
295,,0350324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,100535,Stage-I
296,,0350324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,61.3261708,60055,Stage-I
297,,0350324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,79.0646435,163941,Stage-I
298,,0350324510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,18.5767410,N/A,Stage-I
299,,0400437210 - Electronics and Telecommunication Engg,Government Home University :  Gondwana University,State Level,DEFOPENS,N/A,91422,Stage-I
300,,0400437210 - Electronics and Telecommunication Engg,Government Home University :  Gondwana University,State Level,DEFOPENS,65.7227350,48680,Stage-I
301,,0400437210 - Electronics and Telecommunication Engg,Government Home University :  Gondwana University,State Level,DEFOPENS,83.1983982,92784,Stage-I
302,,0400437210 - Electronics and Telecommunication Engg,Government Home University :  Gondwana University,State Level,DEFOPENS,65.3627105,N/A,Stage-I
303,,0402519110 - Civil Engineering,Government Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,N/A,121832,Stage-I
304,,0402519110 - Civil Engineering,Government Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,50.0353239,42361,Stage-I
305,,0402519110 - Civil Engineering,Government Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,85.4383663,93479,Stage-I
306,,0402519110 - Civil Engineering,Government Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,65.2298851,N/A,Stage-I
307,,0410424610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,N/A,168897,Stage-I
308,,0410424610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,13.6336642,50523,Stage-I
309,,0410424610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,82.6959019,129204,Stage-I
310,,0410424610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,45.4574846,N/A,Stage-I
311,,0410425110 - Computer Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,N/A,168279,Stage-I
312,,0410425110 - Computer Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,13.9490359,49268,Stage-I
313,,0410425110 - Computer Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,82.8860671,166651,Stage-I
314,,0410425110 - Computer Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,15.9803473,N/A,Stage-I
315,,0410437010 - Electronics and Communication Engineering,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,Home University Seats Allotted to Home University Candidates,GOPENO,N/A,1,Stage-I
316,,0410437010 - Electronics and Communication Engineering,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,Home University Seats Allotted to Home University Candidates,GSCO,N/A,2,Stage-I
317,,0414724610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,N/A,130032,Stage-I
318,,0414724610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,44.8929536,55570,Stage-I
319,,0414724610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,80.7413807,129432,Stage-I
320,,0414724610 - Information Technology,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,45.3423263,N/A,Stage-I
321,,0416370110 - Mining Engineering,Un-Aided Home University :  Gondwana University,State Level,DEFOPENS,N/A,136740,Stage-I
322,,0416370110 - Mining Engineering,Un-Aided Home University :  Gondwana University,State Level,DEFOPENS,40.2848342,77696,Stage-I
323,,0416370110 - Mining Engineering,Un-Aided Home University :  Gondwana University,State Level,DEFOPENS,71.7682877,167519,Stage-I
324,,0416370110 - Mining Engineering,Un-Aided Home University :  Gondwana University,State Level,DEFOPENS,15.1214416,N/A,Stage-I
325,,0419691010 - Computer Science and Engineering(Cyber Security),Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,N/A,169809,Stage-I
326,,0419691010 - Computer Science and Engineering(Cyber Security),Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,12.6044134,77416,Stage-I
327,,0419691010 - Computer Science and Engineering(Cyber Security),Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,72.1239122,121497,Stage-I
328,,0419691010 - Computer Science and Engineering(Cyber Security),Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,50.0957604,N/A,Stage-I
329,,0430224510 - Computer Engineering,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,N/A,72546,Stage-I
330,,0430224510 - Computer Engineering,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,74.1162962,96289,Stage-I
331,,0430224510 - Computer Engineering,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,63.2687832,175769,Stage-I
332,,0430224510 - Computer Engineering,Un-Aided Home University :  Rashtrasant Tukadoji Maharaj Nagpur University,State Level,DEFOPENS,5.5566668,N/A,Stage-I
333,,0510424510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,N/A,132015,Stage-I
334,,0510424510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,43.5298862,50174,Stage-I
335,,0510424510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,82.7090241,116860,Stage-I
336,,0510424510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,52.8148790,N/A,Stage-I
337,,0510437210 - Electronics and Telecommunication Engg,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,N/A,161552,Stage-I
338,,0510437210 - Electronics and Telecommunication Engg,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,20.9410678,61583,Stage-I
339,,0510437210 - Electronics and Telecommunication Engg,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,78.4440843,115325,Stage-I
340,,0510437210 - Electronics and Telecommunication Engg,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,53.7694785,N/A,Stage-I
341,,0510624510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,N/A,174275,Stage-I
342,,0510624510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,7.3207233,90187,Stage-I
343,,0510624510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,66.1855163,169729,Stage-I
344,,0510624510 - Computer Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,12.6135136,N/A,Stage-I
345,,0512419110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,Home University Seats Allotted to Home University Candidates,GOPENO,N/A,1,Stage-I
346,,0512419110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,Home University Seats Allotted to Home University Candidates,GSCO,N/A,3,Stage-I
347,,0512524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,127064,Stage-I
348,,0512524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,46.5102928,52955,Stage-I
349,,0512524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,81.7658119,136599,Stage-I
350,,0512524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,40.2848342,N/A,Stage-I
351,,0513924610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,118031,Stage-I
352,,0513924610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,52.0861037,38306,Stage-I
353,,0513924610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,86.8966951,121648,Stage-I
354,,0513924610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,50.0957604,N/A,Stage-I
355,,0513984410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,107922,Stage-I
356,,0513984410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,57.3310702,52003,Stage-I
357,,0513984410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,81.9801476,169384,Stage-I
358,,0513984410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,13.0626183,N/A,Stage-I
359,,0513999510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,145638,Stage-I
360,,0513999510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,34.2191386,35486,Stage-I
361,,0513999510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,88.0194481,125310,Stage-I
362,,0513999510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,47.9076668,N/A,Stage-I
363,,0515137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,94273,Stage-I
364,,0515137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,64.6500162,41971,Stage-I
365,,0515137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,85.5052176,112063,Stage-I
366,,0515137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,55.2318816,N/A,Stage-I
367,,0515161210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,171087,Stage-I
368,,0515161210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,11.3877670,69491,Stage-I
369,,0515161210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,75.3410409,177091,Stage-I
370,,0515161210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,3.8658496,N/A,Stage-I
371,,0515199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,80863,Stage-I
372,,0515199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,70.5215521,24888,Stage-I
373,,0515199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,91.6557848,67949,Stage-I
374,,0515199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,76.0337773,N/A,Stage-I
375,,0516124610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,127685,Stage-I
376,,0516124610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,46.3657898,55257,Stage-I
377,,0516124610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,80.7858869,157532,Stage-I
378,,0516124610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,24.3094646,N/A,Stage-I
379,,0516125710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,139458,Stage-I
380,,0516125710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,38.7773761,71832,Stage-I
381,,0516125710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,74.3614357,177401,Stage-I
