Sr No.,College Name,Course Name,Status,Seat Type,Category,Percentile,Rank,Stage
794,,0679492810 - Electronics and Communication(Advanced Communication Technology),Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,25.5936912,N/A,Stage-I
795,,0679524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,87647,Stage-I
796,,0679524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,67.6158803,64356,Stage-I
797,,0679524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,77.5959933,133698,Stage-I
798,,0679524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,42.2216419,N/A,Stage-I
799,,0679724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,85216,Stage-I
800,,0679724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,68.4785771,66906,Stage-I
801,,0679724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,76.3630319,141648,Stage-I
802,,0679724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,36.9291471,N/A,Stage-I
803,,0679737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,104174,Stage-I
804,,0679737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,60.1291862,73839,Stage-I
805,,0679737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,73.5848302,149252,Stage-I
806,,0679737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,31.3198919,N/A,Stage-I
807,,0680324210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,146445,Stage-I
808,,0680324210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,33.5585964,39126,Stage-I
809,,0680324210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,86.7111001,88282,Stage-I
810,,0680324210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,67.5033807,N/A,Stage-I
811,,0680337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,85058,Stage-I
812,,0680337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,68.7156482,71530,Stage-I
813,,0680337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,74.4421543,147880,Stage-I
814,,0680337210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,32.1785112,N/A,Stage-I
815,,0680826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,84093,Stage-I
816,,0680826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,69.2652564,48203,Stage-I
817,,0680826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,83.5013309,100170,Stage-I
818,,0680826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,61.6354671,N/A,Stage-I
819,,0680837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,126985,Stage-I
820,,0680837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,46.5102928,65299,Stage-I
821,,0680837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,76.7997668,125719,Stage-I
822,,0680837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,47.6302148,N/A,Stage-I
823,,0681124210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,142511,Stage-I
824,,0681124210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,36.2134011,38454,Stage-I
825,,0681124210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,86.8553381,91579,Stage-I
826,,0681124210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,65.7227350,N/A,Stage-I
827,,0681137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,157654,Stage-I
828,,0681137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,24.3027383,54716,Stage-I
829,,0681137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,81.0485225,111040,Stage-I
830,,0681137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,56.0103934,N/A,Stage-I
831,,0681524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,65332,Stage-I
832,,0681524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,76.7997668,23697,Stage-I
833,,0681524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,92.1089443,111411,Stage-I
834,,0681524510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,55.8763225,N/A,Stage-I
835,,0682219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,116123,Stage-I
836,,0682219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,53.5178490,32183,Stage-I
837,,0682219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,89.1373005,79167,Stage-I
838,,0682219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,71.3988776,N/A,Stage-I
839,,0682261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,30622,Stage-I
840,,0682261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,89.6994627,20132,Stage-I
841,,0682261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,93.2849750,48803,Stage-I
842,,0682261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,83.1469549,N/A,Stage-I
843,,0683426310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,42096,Stage-I
844,,0683426310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,85.4556860,27898,Stage-I
845,,0683426310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,90.6140311,65843,Stage-I
846,,0683426310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,76.7300255,N/A,Stage-I
847,,0683924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,78754,Stage-I
848,,0683924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,71.5965758,39465,Stage-I
849,,0683924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,86.5601955,81264,Stage-I
850,,0683924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,70.5008347,112155,Stage-I
851,,0683924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,55.2318816,N/A,Stage-I
852,,0683929310 - Electrical Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,155977,Stage-I
853,,0683929310 - Electrical Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,25.6482713,65586,Stage-I
854,,0683929310 - Electrical Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,76.7776254,115771,Stage-I
855,,0683929310 - Electrical Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,53.7424491,N/A,Stage-I
856,,0683991210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,76691,Stage-I
857,,0683991210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,72.3242844,46915,Stage-I
858,,0683991210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,83.7529730,140215,Stage-I
859,,0683991210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,38.4109612,N/A,Stage-I
860,,0690124210 - Computer Science and Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,N/A,91707,Stage-I
861,,0690124210 - Computer Science and Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,65.5509182,76536,Stage-I
862,,0690124210 - Computer Science and Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,72.5041736,113946,Stage-I
863,,0690124210 - Computer Science and Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,54.1800379,N/A,Stage-I
864,,0690137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,N/A,105143,Stage-I
865,,0690137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,59.8892661,92749,Stage-I
866,,0690137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,65.3627105,161708,Stage-I
867,,0690137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,20.9331029,N/A,Stage-I
868,,0690184410 - Electronics and Computer Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,N/A,126880,Stage-I
869,,0690184410 - Electronics and Computer Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,46.5102928,117978,Stage-I
870,,0690184410 - Electronics and Computer Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,52.0861037,167324,Stage-I
871,,0690184410 - Electronics and Computer Engineering,Un-Aided Home University :  Punyashlok Ahilyadevi Holkar Solapur University,State Level,DEFOPENS,15.2017620,N/A,Stage-I
